PDB,fa_atr,fa_rep,fa_sol,fa_elec,hbond_bb_sc,hbond_sc,Interface_Energy,Total_BSA,Interface_HB,Total_packstats,Interface_unsat,Total_pose_exposed_SASA,interface_hydrophobic_sasa,interface_polar_sasa,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.9,7.9,8.9,16.9,6.15,7.15,8.15,16.15,6.16,7.16,8.16,16.16,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,SIDE_flex_ALPHA,SIDE_flex_BETA,SIDE_flex_OTHER,BACK_flex_ALPHA,BACK_flex_BETA,BACK_flex_OTHER,TotalElec,TotalHbond,Hphobe_contact,Pi_Pi,T-stack,Cation-pi,Salt_Bridge,diff_entropy,pienergy,fsp3,polarsurfacearea,vdwsa,Label
4cv9_W2K_A_decoys_2,-15.2003,2.59895,5.2064,-2.7789,0,0,-11.6478,546.462,0,0.652158,3,0.542711,0.640779,0.359221,1703,473,451,19,223,66,60,2,266,79,70,2,0,0,0,0,0,0,0,0,69,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,13,0,-62873.6963,0,6,0,0,0,0,-7.5,25.19,0.94,78.95,630.95,0
4cv9_W2K_A_decoys_3,-26.6681,5.31272,3.72073,-0.555243,0,0,-21.97,727.284,0,0.631219,4,0.383444,0.784187,0.215813,2719,710,741,36,434,115,119,6,640,170,176,9,76,21,22,0,0,0,0,0,108,33,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,7,0,18,0,-28584.12828,0,23,0,0,0,0,-1.9,51.27,0.21,75.02,487.15,0
4cwq_W2D_A_decoys_2,-32.8521,6.69788,14.393,-3.86058,0,-1.25028,-22.0851,845.51,1,0.640443,6,0.308517,0.806747,0.193253,3105,796,907,28,1024,251,296,10,992,243,273,10,0,0,0,0,0,0,0,0,0,0,0,0,120,36,36,1,0,0,0,0,0,0,0,0,49,31,2,0,2,0,-27880.67839,1,24,0,0,2,0,-1.5,48.4,0.29,120.08,512.14,0
4cwq_W2D_A_decoys_3,-23.5328,5.62563,5.22186,-1.54633,0,0,-17.7451,757.407,0,0.652743,4,0.322613,0.841429,0.158571,3416,909,1076,30,416,94,118,4,1258,331,386,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,3,3,0,0,-149554.664,0,16,0,0,1,1,5.3,46.76,0.5,175.3,583.52,0
4cwr_HAJ_A_decoys_1,-32.643,6.6327,4.09882,-2.33841,0,0,-28.4234,856.348,0,0.639347,8,0.256159,0.763252,0.236748,3724,904,1066,32,1005,237,296,9,352,86,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,9,0,0,28236.66864,0,27,2,0,0,0,2.6,42.09,0.47,92.93,507.26,0
4cwr_HAJ_A_decoys_2,-25.1432,5.78529,3.20314,-8.21881,0,-0.124015,-28.9954,682.673,1,0.64718,3,0.257521,0.793839,0.206161,2688,645,774,23,1333,319,404,13,0,0,0,0,508,132,172,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,18,2,0,0,-287342.2839,0,32,1,0,0,0,0.2,52.58,0.15,95.4,386.03,0
4cwr_HAJ_A_decoys_3,-26.4727,5.58938,5.06494,-4.21071,0,-0.644416,-24.0969,730.392,1,0.667691,7,0.250478,0.774615,0.225385,2979,720,873,29,422,101,119,4,947,230,284,9,0,0,0,0,0,0,0,0,0,0,0,0,229,53,56,3,0,0,0,0,0,0,0,0,44,26,0,1,0,0,-14942.1817,1,25,1,0,0,0,1.2,45.77,0.33,85.89,423.08,0
4cws_G3R_A_decoys_1,-27.8657,5.68823,10.6678,-15.5503,-0.793287,-1.32013,-33.367,778.732,3,0.632096,4,0.34537,0.72695,0.27305,2901,767,907,28,319,89,103,3,764,210,248,8,0,0,0,0,0,0,0,0,175,49,57,1,0,0,0,0,0,0,0,0,0,0,0,0,51,25,11,0,10,4,40904.33934,5,22,1,0,0,0,-1.6,48.9,0.33,127.77,519.89,0
4cws_G3R_A_decoys_2,-33.5309,7.65227,11.2811,-8.49182,0,-1.18769,-29.8914,858.893,1,0.650142,7,0.300661,0.758271,0.241729,2826,745,879,26,1006,246,285,10,781,191,225,9,0,0,0,0,0,0,0,0,367,100,119,3,0,0,0,0,0,0,0,0,0,0,0,0,51,42,2,3,5,0,5948.601547,2,27,1,0,0,0,1.8,52.54,0.44,146.69,530.06,0
4cws_G3R_A_decoys_3,-30.7749,2.91209,13.0372,-7.6438,0,-1.47516,-27.411,934.593,1,0.646917,7,0.214505,0.708083,0.291917,3516,925,1102,29,847,192,229,8,703,183,215,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,19,20,9,2,0,-47823.68776,2,16,1,0,0,0,0.9,51.36,0.19,115.04,518.97,0
4d0w_VVQ_A_decoys_1,-28.4528,6.03606,11.9209,-7.83958,-0.255777,0,-22.461,729.248,2,0.58273,4,0.278314,0.583599,0.416401,2331,675,724,23,463,119,136,5,322,77,96,5,0,0,0,0,0,0,0,0,331,90,96,5,0,0,0,0,0,0,0,0,0,0,0,0,1,32,14,0,35,26,-213841.5771,1,14,0,0,0,0,0.1,33.21,0.31,90.37,411.94,0
4d0w_VVQ_A_decoys_2,-26.0671,5.55051,4.9643,-3.32404,0,0,-23.0543,809.528,0,0.669904,7,0.251814,0.710503,0.289497,2523,644,715,30,492,134,146,5,568,168,179,7,0,0,0,0,0,0,0,0,303,82,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,25,0,49941.59563,0,20,0,0,0,0,2,47.68,0.14,132.35,485.05,0
4d0w_VVQ_A_decoys_3,-94.1746,18980.8,53.4454,-6.2211,-0.243841,-1.30591,10391.7,530.419,2,0.625047,4,0.497028,0.151108,0.848892,3720,962,982,21,395,101,107,2,964,248,256,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,9,0,272,28,124472.2148,3,181,0,0,0,0,-21.9,48.48,0.16,118.89,431.78,0
4d0x_953_A_decoys_1,-27.4283,5.49933,11.3725,-5.06145,-0.287989,0,-20.0002,762.931,1,0.61154,4,0.320904,0.672147,0.327853,2706,783,858,31,448,110,135,5,336,95,109,3,0,0,0,0,0,0,0,0,129,30,36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,32,11,0,24,22,-118536.2149,1,10,0,0,0,0,1.6,25.72,0.79,88.24,551.85,0
4d0x_953_A_decoys_2,-26.0732,4.08667,6.96708,-9.23728,-1.1353,-0.566222,-28.2599,659.627,2,0.615399,4,0.30748,0.680889,0.319111,2447,653,737,33,438,116,130,5,348,95,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,40,42,0,0,0,0,0,10,29,15,0,23,4,-115732.0349,2,25,0,0,0,1,-2.9,35.59,0,84.22,368.01,0
4d0x_953_A_decoys_3,-30.2378,6.84121,7.52126,-7.53223,-0.485445,-0.806177,-28.1153,834.618,2,0.644949,6,0.276352,0.649888,0.350112,3382,963,1031,35,477,135,153,4,302,94,97,2,0,0,0,0,0,0,0,0,169,48,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,0,21,1,45058.74959,2,23,0,0,0,0,-1,43.04,0,89.42,453.65,0
4d2v_45R_A_decoys_1,-31.0426,5.57776,6.6625,-1.90484,0,0,-23.7119,805.34,0,0.549939,7,0.301733,0.762094,0.237906,2544,618,758,50,488,120,145,9,376,90,110,8,0,0,0,0,0,0,0,0,386,95,113,7,220,50,59,4,0,0,0,0,0,0,0,0,0,52,6,0,9,3,-87921.53466,0,17,0,0,0,1,0.4,41.63,0.33,75.43,456.02,0
4d2v_45R_A_decoys_2,-38.6824,7.86429,8.06466,-8.52834,-3.16067,-1.26803,-38.7874,805.085,3,0.545889,5,0.341147,0.702585,0.297415,3947,975,1149,70,517,131,159,11,287,70,91,3,0,0,0,0,0,0,0,0,175,43,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54,19,0,33,4,-209932.4936,3,24,0,0,0,0,1,48.59,0.23,68.09,519.55,0
4d2v_45R_A_decoys_3,-36.6006,10.674,9.65699,-13.0336,-0.00709718,-0.476147,-34.695,858.759,2,0.528149,7,0.300069,0.729338,0.270662,2997,758,875,53,688,173,212,9,221,49,58,4,0,0,0,0,0,0,0,0,368,93,111,6,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,14,24,-433388.0117,2,20,0,0,0,1,1.1,29.94,0.62,73.06,524.95,0
4d2w_NF5_A_decoys_1,-24.4753,5.21125,6.22983,-3.97637,-0.901098,0,-20.9856,772.658,1,0.584064,5,0.240741,0.746528,0.253472,3034,786,925,49,579,159,179,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,52,56,4,0,0,0,0,0,34,2,0,24,3,-124265.7395,1,11,0,0,0,0,3.1,31.52,0.06,43.84,388.74,0
4d2w_NF5_A_decoys_2,-19.8709,9.60109,6.39712,-0.802925,0,0,-9.01992,648.949,0,0.573589,6,0.280094,0.741945,0.258055,2590,664,794,41,172,43,47,4,314,81,100,2,200,48,55,4,0,0,0,0,0,0,0,0,0,0,0,0,170,43,54,3,0,0,0,0,0,32,0,0,11,1,-28957.12859,0,8,0,0,0,0,-0.5,37.58,0.2,44.48,379.28,0
4d2w_NF5_A_decoys_3,-20.1493,5.9173,4.77232,-3.81076,0,-0.979234,-17.8904,739.037,1,0.574353,3,0.277351,0.679704,0.320296,2785,736,871,42,547,142,174,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,41,53,1,0,0,0,0,0,26,13,0,6,4,-4112.615432,2,8,0,0,0,0,-2.8,31.2,0.12,41.29,385.15,0
4d3j_XFN_A_decoys_1,-21.5316,4.17778,9.69474,-13.7583,-2.15554,0,-24.0369,750.691,2,0.657431,7,0.305931,0.605694,0.394306,3445,887,837,51,971,258,241,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,26,0,2,43,-49357.53778,2,14,0,0,0,0,-2,31.28,0.11,86.5,419.21,0
4d3j_XFN_A_decoys_2,-13.4996,1.46142,3.86691,-1.57883,0,-1.40743,-12.5811,578.641,1,0.623861,1,0.466182,0.609747,0.390253,1974,627,555,24,880,265,244,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,23,21,0,12,31,25,0,0,0,-6655.816614,1,16,1,0,0,0,-10.9,27.52,0.13,86.5,383.34,0
4d3j_XFN_A_decoys_3,-19.5197,3.26011,9.56202,-7.48951,-0.441389,-0.856522,-18.21,750.575,2,0.610733,3,0.430521,0.505759,0.494241,2480,727,646,34,876,245,224,13,192,66,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,29,0,0,14,-371501.2529,2,19,1,0,0,1,1.7,32.39,0.7,110.62,638.19,0
4d9t_0JG_A_decoys_1,-30.8851,7.61877,9.24359,-2.36813,0,0,-21.5597,815.425,0,0.553281,10,0.298611,0.741132,0.258868,3587,932,1047,71,350,95,102,7,1074,283,317,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14,0,11,7,-25224.52127,1,23,0,0,1,0,-0.4,47.3,0.25,116.95,499.17,0
4d9t_0JG_A_decoys_2,-29.2246,7.43535,14.4465,-5.59054,-1.79823,0,-18.1167,736.494,1,0.654778,4,0.30755,0.757354,0.242646,2912,755,848,57,945,258,293,20,378,102,100,7,427,109,108,7,0,0,0,0,131,36,42,3,0,0,0,0,0,0,0,0,0,0,0,0,6,61,18,0,16,16,-75110.08063,2,14,0,0,0,0,-4,54.09,0.12,107.95,474.72,0
4d9t_0JG_A_decoys_3,-37.8218,5.76324,16.3344,-9.38045,-1.27079,0,-30.5353,877.224,1,0.664351,12,0.304396,0.682707,0.317293,2780,782,870,43,621,168,191,9,686,185,205,12,0,0,0,0,0,0,0,0,140,33,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,54,0,22,13,-148288.4636,4,20,0,0,1,0,-3.2,52.03,0.06,116.05,487.61,0
4dbm_0J0_A_decoys_1,-20.2149,6.33671,3.85878,1.21274,0,0,-12.114,749.26,0,0.579664,3,0.329051,0.702252,0.297748,3416,800,1040,59,315,81,101,6,466,104,141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,5,40035.84987,0,16,0,0,0,0,1.3,31.87,0.62,45.17,547.55,0
4dbm_0J0_A_decoys_2,-16.9692,5.55806,6.01341,0.981978,0,0,-7.63258,707.453,0,0.579399,1,0.367795,0.719395,0.280605,2777,633,833,51,946,219,286,18,0,0,0,0,269,67,82,6,0,0,0,0,172,38,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,14,-89821.16295,0,15,0,0,0,0,0.8,43.32,0.44,48.69,531.61,0
4dbm_0J0_A_decoys_3,-22.3973,8.85307,6.43257,-1.59709,0,0,-13.3419,932.689,0,0.580958,2,0.373702,0.731493,0.268507,3344,791,1033,54,878,206,265,16,423,103,131,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,4,-116520.0482,0,16,1,0,0,0,2.9,33.86,0.64,90.37,663.32,0
4dch_4DC_A_decoys_1,-35.8526,5.96791,9.93096,-4.89378,-0.400979,0,-28.7014,788.446,1,0.635487,7,0.288026,0.711198,0.288802,3046,777,831,111,333,89,99,8,448,115,126,13,404,107,118,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,30,6,0,32,-88561.06444,1,34,1,0,0,0,0.5,52.88,0.22,62.13,465.91,0
4dch_4DC_A_decoys_2,-38.213,8.55001,7.2659,-1.91234,0,-0.96427,-29.4603,812.149,1,0.623063,6,0.273894,0.693859,0.306141,3446,875,936,108,504,138,144,16,320,89,89,7,0,0,0,0,0,0,0,0,135,36,37,1,0,0,0,0,0,0,0,0,0,0,0,0,34,16,12,5,0,19,-32320.74735,1,33,2,0,0,0,0,43.36,0.2,52.65,474.14,0
4dch_4DC_A_decoys_3,-35.301,8.33249,6.826,-3.61215,0,0,-28.9991,862.771,0,0.612295,5,0.318337,0.762279,0.237721,2932,710,784,73,337,83,99,5,338,80,95,7,0,0,0,0,0,0,0,0,190,46,49,5,0,0,0,0,0,0,0,0,0,0,0,0,11,13,32,4,2,33,-53014.46407,0,21,0,0,0,0,-2.1,44.35,0.1,75.37,478.05,0
4ddr_MMV_A_decoys_1,-27.7916,5.49493,7.18816,-10.1277,0,-2.43755,-30.6962,841.309,2,0.633274,3,0.330112,0.750859,0.249141,3488,837,849,19,526,129,139,1,566,134,141,2,0,0,0,0,0,0,0,0,115,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,38,4,2,17,-391266.8526,4,28,1,0,0,0,-3.8,55.97,0.05,137.37,562.67,0
4ddr_MMV_A_decoys_2,-33.5652,6.84599,3.24678,-3.40006,0,-1.53058,-31.8707,893.188,1,0.658865,7,0.311175,0.792106,0.207894,3080,769,765,17,810,178,186,6,513,124,133,3,0,0,0,0,0,0,0,0,384,86,89,3,0,0,0,0,0,0,0,0,0,0,0,0,54,10,13,5,8,2,21760.59131,1,35,1,0,0,0,-2.9,50.56,0.22,99.33,569.71,0
4ddr_MMV_A_decoys_3,-31.2339,4.94644,11.6119,-14.5824,-1.23264,-1.81019,-34.8641,871.877,3,0.671554,4,0.265962,0.714096,0.285904,3034,713,750,9,615,149,148,5,1090,261,272,4,0,0,0,0,0,0,0,0,122,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,51,3,13,7,-1147.991335,3,40,1,0,0,0,-2.7,53.65,0.06,144.66,521.51,0
4de0_0JB_A_decoys_1,-13.2583,1.42175,5.323,-3.96936,0,-0.633114,-12.4259,569.932,1,0.675556,1,0.42963,0.508474,0.491526,1885,627,767,15,354,117,142,2,410,135,170,2,0,0,0,0,0,0,0,0,92,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,15,0,6,0,-12523.31957,1,10,0,0,1,0,-2.3,45.64,0.07,104.37,424.23,0
4de0_0JB_A_decoys_2,-13.7392,2.00884,11.0211,-4.55769,0,-1.11728,-7.80368,514.24,1,0.669207,4,0.446494,0.404698,0.595302,1748,580,695,14,493,161,191,5,345,113,143,4,0,0,0,0,0,0,0,0,112,39,45,1,0,0,0,0,0,0,0,0,0,0,0,0,7,13,32,0,2,4,47008.14892,3,4,0,0,0,0,-4.5,40.64,0.08,107.97,348.19,0
4de0_0JB_A_decoys_3,-12.3034,0.310772,8.01377,-5.19693,0,-0.784805,-11.3428,560.608,1,0.663828,2,0.432868,0.436428,0.563572,1613,526,660,13,431,140,180,4,352,109,145,2,0,0,0,0,0,0,0,0,73,22,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,0,1,3,11740.08193,2,4,2,0,0,0,-5.6,40.5,0.14,98.32,382.55,0
4de1_0J6_A_decoys_1,-12.4174,1.33225,9.31194,-5.6728,0,-0.894974,-10.5749,469.783,1,0.684639,0,0.481084,0.390984,0.609016,1310,429,553,11,118,37,49,1,688,226,289,6,0,0,0,0,0,0,0,0,111,36,45,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,50,0,0,0,96035.75345,1,18,1,0,0,0,-4.7,37.05,0.42,112.93,407.6,0
4de1_0J6_A_decoys_2,-12.7724,2.31021,6.10043,-6.51913,0,-0.849305,-13.5645,520.258,1,0.663075,0,0.497205,0.487849,0.512151,1488,479,608,13,320,102,128,3,355,111,150,4,0,0,0,0,0,0,0,0,104,33,45,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,42,0,2,2,40620.02759,1,14,1,0,0,0,-0.4,44.51,0.08,118.01,413.68,0
4de1_0J6_A_decoys_3,-20.2757,2.1966,13.8501,-1.40335,0,-0.984921,-9.97687,602.575,1,0.67742,8,0.421263,0.426259,0.573741,1978,636,781,18,442,139,172,5,500,155,214,5,0,0,0,0,0,0,0,0,143,44,53,1,0,0,0,0,0,0,0,0,0,0,0,0,24,9,48,0,10,2,-18849.04898,3,16,1,0,0,0,-2.1,42.47,0.27,100.02,413.47,0
4deh_0JK_A_decoys_1,-32.6951,4.62218,6.88895,-5.0566,0,0,-30.78,795.461,0,0.588004,8,0.281291,0.697081,0.302919,2886,814,832,54,1172,319,330,23,0,0,0,0,0,0,0,0,0,0,0,0,360,101,105,7,0,0,0,0,0,0,0,0,0,0,0,0,2,26,35,0,5,3,11495.44408,0,22,3,0,0,0,1.3,44.05,0.24,69.38,455.07,0
4deh_0JK_A_decoys_2,-27.7643,7.63109,1.89313,-3.55854,0,0,-26.4792,808.144,0,0.618206,5,0.290915,0.731469,0.268531,2938,815,878,56,641,170,181,11,315,95,96,5,0,0,0,0,0,0,0,0,307,84,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,7,5,-21669.44506,0,25,0,0,0,0,1.9,44.27,0.18,68.21,457.73,0
4deh_0JK_A_decoys_3,-28.5348,9.25552,3.50781,-6.31196,-1.39956,0,-28.9845,694.56,1,0.610858,6,0.377997,0.68206,0.31794,2964,814,848,56,538,156,171,9,494,134,142,10,0,0,0,0,0,0,0,0,203,55,58,4,0,0,0,0,0,0,0,0,0,0,0,0,3,17,44,0,4,10,-45773.40393,1,24,2,0,0,0,-1.5,42.07,0.18,67.07,424.62,0
4dhm_0KB_A_decoys_1,-11.2503,0.789144,7.51411,-12.9383,0,-4.96417,-18.9004,484.946,4,0.674721,1,0.520543,0.42193,0.57807,1659,489,473,0,203,65,61,1,480,144,131,2,0,0,0,0,0,0,0,0,229,72,61,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,-205501.4632,4,1,0,0,1,0,-3.9,46.04,0.14,106.33,468.95,0
4dhm_0KB_A_decoys_2,-12.2869,1.09405,8.8958,-15.0998,0,-4.93065,-21.0829,507.8,4,0.646069,2,0.495344,0.381208,0.618792,1712,497,481,0,179,57,59,1,492,139,123,2,0,0,0,0,0,0,0,0,226,67,58,1,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,-181400.1941,4,1,0,0,0,0,-4.5,46.04,0.14,106.33,470.69,0
4dhm_0KB_A_decoys_3,-95.7367,17313.8,59.9113,3.02459,0,-1.83639,9486.98,668.279,2,0.692544,4,0.489836,0.61425,0.38575,3553,958,1027,19,265,66,77,1,481,122,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,154,0,0,2532583.197,3,194,0,0,0,1,-17.9,22.01,0.83,98.66,642.94,0
4dhs_Y03_A_decoys_1,-17.1213,1.83418,11.5482,-16.115,0,-2.63645,-22.0453,556.424,3,0.698722,3,0.462979,0.430744,0.569256,1878,541,515,0,207,63,57,1,502,141,129,2,0,0,0,0,0,0,0,0,238,72,64,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,2,0,0,-206431.589,4,5,0,0,0,0,-3.8,48.14,0.2,106.33,500.12,0
4dhs_Y03_A_decoys_2,-19.0909,2367.89,8.54234,-2.19473,0,0,1290.39,406.604,0,0.692686,2,0.617511,0.674309,0.325691,1420,453,400,0,194,59,56,0,115,37,33,0,101,28,29,1,0,0,0,0,76,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,22,0,0,1325.591473,1,20,0,0,0,0,-6.3,46.63,0.29,61.44,548.8,0
4dhu_0KH_A_decoys_1,-19.4574,2.28654,13.3814,-17.7667,0,-6.33169,-27.4338,596,5,0.668596,1,0.507653,0.445916,0.554084,2116,630,582,1,265,84,80,1,459,130,121,2,0,0,0,0,0,0,0,0,263,76,72,2,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,3,0,0,-280158.0562,5,8,0,0,0,0,-3.3,50.18,0.05,89.26,529.57,0
4dhu_0KH_A_decoys_2,-11.3817,165.54,-0.137604,0.0850462,0,0,79.432,320.014,0,0.619178,0,0.725907,0.774618,0.225382,1207,380,346,0,204,61,60,0,134,55,40,0,0,0,0,0,0,0,0,0,170,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,0,-17970.0573,0,11,0,0,0,0,-4.2,50.92,0,85.43,449.43,0
4dhu_0KH_A_decoys_4,-14.1111,2.51124,8.94549,-7.26252,0,-3.00271,-13.9483,520.577,3,0.658807,0,0.454104,0.481534,0.518466,1552,437,427,4,442,141,125,0,274,81,81,2,0,0,0,0,0,0,0,0,124,40,40,1,0,0,0,0,89,25,23,0,0,0,0,0,60,0,0,3,0,0,-55672.63888,3,5,0,0,0,0,-3.4,39.18,0,89.49,393.97,0
4djv_0KM_A_decoys_1,-23.2352,6.27143,4.11896,-8.2017,0,-1.33608,-25.0851,734.065,1,0.651435,5,0.365899,0.58764,0.41236,3802,1004,1134,7,702,186,203,1,146,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,0,0,24,-119859.996,1,26,0,0,0,0,0.3,33.31,0.32,56.4,515.31,0
4djv_0KM_A_decoys_2,-32.0306,7.34086,12.8634,-9.06783,-0.625504,-1.81572,-27.2457,817.459,3,0.646301,4,0.347745,0.588534,0.411466,4258,1116,1290,8,552,144,161,0,366,95,111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,59,-173185.9312,1,29,0,0,0,0,4.7,41.81,0.25,58.97,570.35,0
4djv_0KM_A_decoys_3,-23.3724,4.81441,2.51756,-8.05065,0,-0.402567,-26.8862,783.372,1,0.658461,7,0.335003,0.668166,0.331834,3921,1024,1178,1,516,139,161,1,340,84,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,0,0,8,-163507.7763,0,25,1,0,0,0,-2.3,41.5,0.14,66.41,490.2,0
4djw_0KP_A_decoys_4,-16.9861,3.50899,8.90028,-7.93798,0,0,-13.77,615.151,0,0.644516,5,0.385061,0.552983,0.447017,2288,617,695,3,527,135,156,0,364,99,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,49,56,1,0,0,0,0,0,18,11,0,0,8,4620.952182,0,8,0,0,1,0,1.5,21.57,0.62,72.78,398.32,0
4djx_0KQ_A_decoys_1,-24.4241,6.41521,8.05401,-9.81737,0,0,-22.7451,685.074,0,0.658256,6,0.366768,0.592633,0.407367,3157,856,939,5,196,51,55,0,657,177,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,24,-219165.2026,0,15,0,0,0,1,0.3,28.1,0.67,59.95,525.58,0
4djx_0KQ_A_decoys_2,-14.6373,1.52156,9.80553,-8.30673,-2.39922,0,-14.6197,736.496,2,0.63122,4,0.345316,0.507386,0.492614,3157,889,987,3,312,82,98,1,393,129,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,1,19,-49573.44588,3,3,0,0,0,0,4.2,30.01,0.57,65.56,525.43,0
4djx_0KQ_A_decoys_3,-29.2668,7.26306,10.1709,-7.06271,-0.762874,0,-23.9328,767.76,1,0.641367,8,0.339525,0.567222,0.432778,3369,891,995,4,526,134,155,1,352,86,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,35,-52637.49144,1,24,0,0,0,0,1.8,30.42,0.32,59.3,498.7,0
4djy_0KR_A_decoys_1,-18.675,3.93736,3.13709,-10.7445,0,-1.25744,-25.138,708.377,1,0.651927,2,0.327634,0.544981,0.455019,3214,868,994,2,466,124,160,1,252,73,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,18,-456207.9351,1,23,1,0,0,2,2,34.58,0.25,61.77,498.07,0
4djy_0KR_A_decoys_2,-16.6984,3.55282,9.28457,-13.0343,-0.861611,0,-18.9277,558.715,1,0.62619,2,0.404932,0.587431,0.412569,1714,459,516,3,497,133,143,0,352,88,108,0,0,0,0,0,0,0,0,0,337,93,105,0,299,81,89,1,0,0,0,0,0,0,0,0,0,19,14,0,0,23,-56746.88861,1,8,0,0,0,0,-3,41.2,0,82.91,356.31,0
4djy_0KR_A_decoys_3,-20.5659,3.68138,6.67565,-6.03391,-1.06423,0,-19.1672,643.927,1,0.648861,3,0.397644,0.562906,0.437094,2805,746,825,1,522,134,153,1,302,83,92,0,0,0,0,0,0,0,0,0,181,42,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,21,-206219.8826,1,11,0,0,0,1,-2.6,37.97,0.35,57.09,452.58,0
4dko_0LM_A_decoys_1,-29.1686,5.22909,8.51317,-3.66838,-0.666264,0,-22.6347,644.78,1,0.529501,4,0.440568,0.697267,0.302733,2936,763,850,31,363,97,112,3,408,103,109,3,0,0,0,0,0,0,0,0,150,40,48,2,0,0,0,0,0,0,0,0,0,0,0,0,7,20,19,0,8,23,-7598.289555,0,18,0,0,0,0,-1.2,39.4,0.26,68.45,484.84,0
